"code_commune_insee","nom_de_la_commune","code_postal","libelle_d_acheminement","ligne_5","_geopoint","latitude","longitude"
"21015","ANTIGNY LA VILLE","21230","ANTIGNY LA VILLE",,"47.10056562213737,4.559930403385643","47.10056562213737","4.559930403385643"
"21016","ARCEAU","21310","ARCEAU",,"47.37748725530018,5.197781081166723","47.37748725530018","5.197781081166723"
"21017","ARCENANT","21700","ARCENANT",,"47.140715982400195,4.840712843627303","47.140715982400195","4.840712843627303"
"21018","ARCEY","21410","ARCEY",,"47.2736508963075,4.826365483605034","47.2736508963075","4.826365483605034"
"21020","ARCONCEY","21320","ARCONCEY",,"47.21763432226952,4.4632546589489515","47.21763432226952","4.4632546589489515"
"21021","ARC SUR TILLE","21560","ARC SUR TILLE",,"47.33935583796665,5.200726868226442","47.33935583796665","5.200726868226442"
"21022","ARGILLY","21700","ARGILLY",,"47.06582096939342,5.028037260170475","47.06582096939342","5.028037260170475"
"21023","ARNAY LE DUC","21230","ARNAY LE DUC",,"47.121517036041794,4.485972460589788","47.121517036041794","4.485972460589788"
"21024","ARNAY SOUS VITTEAUX","21350","ARNAY SOUS VITTEAUX",,"47.434288785483716,4.5056335409486605","47.434288785483716","4.5056335409486605"
"21025","ARRANS","21500","ARRANS",,"47.68972341296364,4.328227800852966","47.68972341296364","4.328227800852966"
"21026","ASNIERES EN MONTAGNE","21500","ASNIERES EN MONTAGNE",,"47.71250599959866,4.297424583872594","47.71250599959866","4.297424583872594"
"21027","ASNIERES LES DIJON","21380","ASNIERES LES DIJON",,"47.386670505073646,5.0460100556036185","47.386670505073646","5.0460100556036185"
"21028","ATHEE","21130","ATHEE",,"47.21885476203609,5.358704909365442","47.21885476203609","5.358704909365442"
"21029","ATHIE","21500","ATHIE",,"47.558352862732825,4.259808817064837","47.558352862732825","4.259808817064837"
"21030","AUBAINE","21360","AUBAINE",,"47.131182603633405,4.731112427438035","47.131182603633405","4.731112427438035"
"21031","AUBIGNY EN PLAINE","21170","AUBIGNY EN PLAINE",,"47.12990000525136,5.162780687360813","47.12990000525136","5.162780687360813"
"21032","AUBIGNY LA RONCE","21340","AUBIGNY LA RONCE",,"46.989182540945365,4.598554103430558","46.989182540945365","4.598554103430558"
"21033","AUBIGNY LES SOMBERNON","21540","AUBIGNY LES SOMBERNON",,"47.29905981664843,4.642538183442298","47.29905981664843","4.642538183442298"
"21034","AUTRICOURT","21570","AUTRICOURT",,"47.98631749067404,4.625803329087355","47.98631749067404","4.625803329087355"
"21035","AUVILLARS SUR SAONE","21250","AUVILLARS SUR SAONE",,"47.06096673553747,5.112596929236355","47.06096673553747","5.112596929236355"
"21036","AUXANT","21360","AUXANT",,"47.12978732443628,4.616808885465616","47.12978732443628","4.616808885465616"
"21037","AUXEY DURESSES","21190","AUXEY DURESSES",,"46.98900735518093,4.729862364397647","46.98900735518093","4.729862364397647"
"21038","AUXONNE","21130","AUXONNE",,"47.188660760072025,5.407020900898402","47.188660760072025","5.407020900898402"
"21039","AVELANGES","21120","AVELANGES",,"47.58640900564262,5.027756051157784","47.58640900564262","5.027756051157784"
"21040","AVOSNES","21350","AVOSNES",,"47.36961137447088,4.632560358819795","47.36961137447088","4.632560358819795"
"21041","AVOT","21580","AVOT",,"47.616267533441246,5.005296567012773","47.616267533441246","5.005296567012773"
"21042","BAGNOT","21700","BAGNOT",,"47.049139510142965,5.069860451573929","47.049139510142965","5.069860451573929"
"21043","BAIGNEUX LES JUIFS","21450","BAIGNEUX LES JUIFS",,"47.60102904235593,4.650624499037319","47.60102904235593","4.650624499037319"
"21044","BALOT","21330","BALOT",,"47.820265881853786,4.442202521559188","47.820265881853786","4.442202521559188"
"21045","BARBIREY SUR OUCHE","21410","BARBIREY SUR OUCHE",,"47.25434332681963,4.739359037539823","47.25434332681963","4.739359037539823"
"21046","BARD LE REGULIER","21430","BARD LE REGULIER",,"47.14710645574431,4.304161261329853","47.14710645574431","4.304161261329853"
"21047","BARD LES EPOISSES","21460","BARD LES EPOISSES",,"47.52905999112403,4.225184976039651","47.52905999112403","4.225184976039651"
"21048","BARGES","21910","BARGES",,"47.20971269431932,5.057788723131494","47.20971269431932","5.057788723131494"
"21049","BARJON","21580","BARJON",,"47.61576609192274,4.962647209351835","47.61576609192274","4.962647209351835"
"21050","BAUBIGNY","21340","BAUBIGNY",,"46.98894826959997,4.679412233977145","46.98894826959997","4.679412233977145"
"21051","BAULME LA ROCHE","21410","BAULME LA ROCHE",,"47.34644254609619,4.789502735667325","47.34644254609619","4.789502735667325"
"21052","BEAULIEU","21510","BEAULIEU",,"47.724017619972216,4.733193523910439","47.724017619972216","4.733193523910439"
"21053","BEAUMONT SUR VINGEANNE","21310","BEAUMONT SUR VINGEANNE",,"47.463859815923456,5.348391501434238","47.463859815923456","5.348391501434238"
"21054","BEAUNE","21200","BEAUNE",,"47.02720590121189,4.842129303239799","47.02720590121189","4.842129303239799"
"21055","BEAUNOTTE","21510","BEAUNOTTE",,"47.68170773333938,4.717543964379861","47.68170773333938","4.717543964379861"
"21056","BEIRE LE CHATEL","21310","BEIRE LE CHATEL",,"47.42724572175611,5.214643124493106","47.42724572175611","5.214643124493106"
"21057","BEIRE LE FORT","21110","BEIRE LE FORT",,"47.23692572669157,5.26246135625893","47.23692572669157","5.26246135625893"
"21058","BELAN SUR OURCE","21570","BELAN SUR OURCE",,"47.951864996491615,4.63878059629325","47.951864996491615","4.63878059629325"
"21059","BELLEFOND","21490","BELLEFOND",,"47.37970569464257,5.065466006576868","47.37970569464257","5.065466006576868"
"21060","BELLENEUVE","21310","BELLENEUVE",,"47.36098512707209,5.270962584532711","47.36098512707209","5.270962584532711"
"21061","BELLENOD SUR SEINE","21510","BELLENOD SUR SEINE",,"47.698205132802386,4.640717096772942","47.698205132802386","4.640717096772942"
"21062","BELLENOT SOUS POUILLY","21320","BELLENOT SOUS POUILLY",,"47.28589284422771,4.549526646565797","47.28589284422771","4.549526646565797"
"21063","BENEUVRE","21290","BENEUVRE",,"47.69331818669069,4.933232550734605","47.69331818669069","4.933232550734605"
"21064","BENOISEY","21500","BENOISEY",,"47.578924743094774,4.394227399048688","47.578924743094774","4.394227399048688"
"21065","BESSEY EN CHAUME","21360","BESSEY EN CHAUME",,"47.090416091521064,4.7396563095807505","47.090416091521064","4.7396563095807505"
"21066","BESSEY LA COUR","21360","BESSEY LA COUR",,"47.10277954278471,4.603937643134537","47.10277954278471","4.603937643134537"
"21067","BESSEY LES CITEAUX","21110","BESSEY LES CITEAUX",,"47.144966143886975,5.1466049080749645","47.144966143886975","5.1466049080749645"
"21068","BEUREY BAUGUAY","21320","BEUREY BAUGUAY",,"47.229522016030685,4.428698912649082","47.229522016030685","4.428698912649082"
"21069","BEURIZOT","21350","BEURIZOT",,"47.35425307265331,4.495634992420069","47.35425307265331","4.495634992420069"
"21070","BEVY","21220","BEVY",,"47.18054328374696,4.840560898944853","47.18054328374696","4.840560898944853"
"21071","BEZE","21310","BEZE",,"47.46423472333545,5.283944491658126","47.46423472333545","5.283944491658126"
"21072","BEZOUOTTE","21310","BEZOUOTTE",,"47.38451906077319,5.337058698742062","47.38451906077319","5.337058698742062"
"21074","BILLEY","21130","BILLEY",,"47.14231991304979,5.42007319920782","47.14231991304979","5.42007319920782"
"21075","BILLY LES CHANCEAUX","21450","BILLY LES CHANCEAUX",,"47.55388342184245,4.738721306036751","47.55388342184245","4.738721306036751"
"21076","BINGES","21270","BINGES",,"47.32302789110432,5.27108799681538","47.32302789110432","5.27108799681538"
"21077","BISSEY LA COTE","21520","BISSEY LA COTE",,"47.91815990109497,4.705423970594131","47.91815990109497","4.705423970594131"
"21078","BISSEY LA PIERRE","21330","BISSEY LA PIERRE",,"47.8444479017422,4.424400677934985","47.8444479017422","4.424400677934985"
"21079","BLAGNY SUR VINGEANNE","21310","BLAGNY SUR VINGEANNE",,"47.437637254189795,5.355258707041335","47.437637254189795","5.355258707041335"
"21080","BLAISY BAS","21540","BLAISY BAS",,"47.367259090070505,4.741032901082255","47.367259090070505","4.741032901082255"
"21081","BLAISY HAUT","21540","BLAISY HAUT",,"47.36062987531966,4.770550177126671","47.36062987531966","4.770550177126671"
"21082","BLANCEY","21320","BLANCEY",,"47.30197940661827,4.461408294671275","47.30197940661827","4.461408294671275"
"21083","BLANOT","21430","BLANOT",,"47.17750902984765,4.239662227022928","47.17750902984765","4.239662227022928"
"21084","SOURCE SEINE","21690","SOURCE SEINE",,"47.48809323133816,4.69325882991409","47.48809323133816","4.69325882991409"
"21084","SOURCE SEINE","21690","SOURCE SEINE","ST GERMAIN SOURCE SEINE","47.48809323133816,4.69325882991409","47.48809323133816","4.69325882991409"
"21085","BLIGNY LE SEC","21440","BLIGNY LE SEC",,"47.447937351457554,4.740969044482847","47.447937351457554","4.740969044482847"
"21086","BLIGNY LES BEAUNE","21200","BLIGNY LES BEAUNE",,"46.98416647420882,4.832750888541146","46.98416647420882","4.832750888541146"
"21087","BLIGNY SUR OUCHE","21360","BLIGNY SUR OUCHE",,"47.11690915021306,4.683967206015149","47.11690915021306","4.683967206015149"
"21088","BONCOURT LE BOIS","21700","BONCOURT LE BOIS",,"47.13861363906625,4.995933939434515","47.13861363906625","4.995933939434515"
"21089","BONNENCONTRE","21250","BONNENCONTRE",,"47.08702348578544,5.1492792784973","47.08702348578544","5.1492792784973"
"21090","BOUDREVILLE","21520","BOUDREVILLE",,"47.92863752592052,4.838364096914459","47.92863752592052","4.838364096914459"
"21091","BOUHEY","21360","BOUHEY",,"47.20115180133803,4.675393612429586","47.20115180133803","4.675393612429586"
"21092","BOUILLAND","21420","BOUILLAND",,"47.13528127099519,4.77025063518489","47.13528127099519","4.77025063518489"
"21093","BOUIX","21330","BOUIX",,"47.90338741017399,4.467332028685462","47.90338741017399","4.467332028685462"
"21094","BOURBERAIN","21610","BOURBERAIN",,"47.5090036458072,5.289670573306813","47.5090036458072","5.289670573306813"
"21095","BOUSSELANGE","21250","BOUSSELANGE",,"46.9959794861677,5.250665805424523","46.9959794861677","5.250665805424523"
"21096","BOUSSENOIS","21260","BOUSSENOIS",,"47.62722035633308,5.208367012300887","47.62722035633308","5.208367012300887"
"21097","BOUSSEY","21350","BOUSSEY",,"47.36060475112002,4.542028654028994","47.36060475112002","4.542028654028994"
"21098","BOUX SOUS SALMAISE","21690","BOUX SOUS SALMAISE",,"47.47027773528602,4.644691629176762","47.47027773528602","4.644691629176762"
"21099","BOUZE LES BEAUNE","21200","BOUZE LES BEAUNE",,"47.05663924114124,4.7730776129861034","47.05663924114124","4.7730776129861034"
"21100","BRAIN","21350","BRAIN",,"47.46359522693744,4.507800723093899","47.46359522693744","4.507800723093899"
"21101","BRAUX","21390","BRAUX",,"47.41001194583707,4.418542278208072","47.41001194583707","4.418542278208072"
"21102","BRAZEY EN MORVAN","21430","BRAZEY EN MORVAN",,"47.170540017236576,4.274366820569705","47.170540017236576","4.274366820569705"
"21103","BRAZEY EN PLAINE","21470","BRAZEY EN PLAINE",,"47.137771565726254,5.2102336536032094","47.137771565726254","5.2102336536032094"
"21104","BREMUR ET VAUROIS","21400","BREMUR ET VAUROIS",,"47.729998452007365,4.608585406572962","47.729998452007365","4.608585406572962"
"21105","BRESSEY SUR TILLE","21560","BRESSEY SUR TILLE",,"47.30816584159238,5.182746304098336","47.30816584159238","5.182746304098336"
"21106","BRETENIERE","21110","BRETENIERE",,"47.2374339273382,5.101606602397558","47.2374339273382","5.101606602397558"
"21107","BRETIGNY","21490","BRETIGNY",,"47.39589128382049,5.09812895691946","47.39589128382049","5.09812895691946"
"21108","BRIANNY","21390","BRIANNY",,"47.412960377133516,4.373606524770029","47.412960377133516","4.373606524770029"
"21109","BRION SUR OURCE","21570","BRION SUR OURCE BELAN",,"47.902040206893076,4.671943596113691","47.902040206893076","4.671943596113691"
"21110","BROCHON","21220","BROCHON",,"47.23733755486142,4.970050326260511","47.23733755486142","4.970050326260511"
"21111","BROGNON","21490","BROGNON",,"47.41183644624971,5.168076143862638","47.41183644624971","5.168076143862638"
"21112","BROIN","21250","BROIN",,"47.084986496361935,5.104746664450005","47.084986496361935","5.104746664450005"
"21113","BROINDON","21220","BROINDON",,"47.19552858745189,5.04120468320693","47.19552858745189","5.04120468320693"
"21114","BUFFON","21500","BUFFON",,"47.658324864985424,4.273192216351445","47.658324864985424","4.273192216351445"
"21115","BUNCEY","21400","BUNCEY",,"47.81873707974843,4.57645006103925","47.81873707974843","4.57645006103925"
"21116","BURE LES TEMPLIERS","21290","BURE LES TEMPLIERS",,"47.73169659813783,4.917904411616359","47.73169659813783","4.917904411616359"
"21117","BUSSEAUT","21510","BUSSEAUT",,"47.74211786624059,4.653119329046304","47.74211786624059","4.653119329046304"
"21118","BUSSEROTTE ET MONTENAILLE","21580","BUSSEROTTE ET MONTENAILLE",,"47.6599500410738,4.982745627822542","47.6599500410738","4.982745627822542"
"21119","BUSSIERES","21580","BUSSIERES",,"47.65845824184953,4.963921130831041","47.65845824184953","4.963921130831041"
"21120","LA BUSSIERE SUR OUCHE","21360","LA BUSSIERE SUR OUCHE",,"47.229735044874715,4.704000254208635","47.229735044874715","4.704000254208635"
"21121","BUSSY LA PESLE","21540","BUSSY LA PESLE",,"47.35868982984032,4.716616560717268","47.35868982984032","4.716616560717268"
"21122","BUSSY LE GRAND","21150","BUSSY LE GRAND",,"47.57354144133457,4.521462967409368","47.57354144133457","4.521462967409368"
"21123","BUXEROLLES","21290","BUXEROLLES",,"47.80742447278255,4.9511392412176605","47.80742447278255","4.9511392412176605"
"21124","CENSEREY","21430","CENSEREY",,"47.197050236446174,4.337666075968169","47.197050236446174","4.337666075968169"
"21125","CERILLY","21330","CERILLY",,"47.85289532430668,4.492359769785626","47.85289532430668","4.492359769785626"
"21126","CESSEY SUR TILLE","21110","CESSEY SUR TILLE",,"47.281262021020126,5.229828611294721","47.281262021020126","5.229828611294721"
"21127","CHAIGNAY","21120","CHAIGNAY",,"47.4788414504977,5.0506785316040705","47.4788414504977","5.0506785316040705"
"21128","CHAILLY SUR ARMANCON","21320","CHAILLY SUR ARMANCON",,"47.26999283737344,4.480272128259481","47.26999283737344","4.480272128259481"
"21129","CHAMBAIN","21290","CHAMBAIN",,"47.795844952085176,4.924078064483617","47.795844952085176","4.924078064483617"
"21130","CHAMBEIRE","21110","CHAMBEIRE",,"47.28358476128673,5.288456738176359","47.28358476128673","5.288456738176359"
"21131","CHAMBLANC","21250","CHAMBLANC",,"47.02321869142929,5.167477875359218","47.02321869142929","5.167477875359218"
"21132","CHAMBOEUF","21220","CHAMBOEUF",,"47.22756332885942,4.902465019398688","47.22756332885942","4.902465019398688"
"21133","CHAMBOLLE MUSIGNY","21220","CHAMBOLLE MUSIGNY",,"47.18710295915188,4.950465353098979","47.18710295915188","4.950465353098979"
"21134","CHAMESSON","21400","CHAMESSON",,"47.77891273169956,4.547999191486976","47.77891273169956","4.547999191486976"
"21135","CHAMPAGNE SUR VINGEANNE","21310","CHAMPAGNE SUR VINGEANNE",,"47.44112883543794,5.406789757720844","47.44112883543794","5.406789757720844"
"21136","CHAMPAGNY","21440","CHAMPAGNY",,"47.461164975534786,4.765828020615579","47.461164975534786","4.765828020615579"
"21137","CHAMP D OISEAU","21500","CHAMP D OISEAU",,"47.55370180662432,4.349525362589297","47.55370180662432","4.349525362589297"
"21138","CHAMPDOTRE","21130","CHAMPDOTRE",,"47.18507010159544,5.296782099204297","47.18507010159544","5.296782099204297"
"21139","CHAMPEAU EN MORVAN","21210","CHAMPEAU EN MORVAN",,"47.27260681946076,4.162794045241458","47.27260681946076","4.162794045241458"
"21140","CHAMPIGNOLLES","21230","CHAMPIGNOLLES",,"47.051819090140555,4.569482094685817","47.051819090140555","4.569482094685817"
"21141","CHAMPRENAULT","21690","CHAMPRENAULT",,"47.39972033925727,4.680409669268515","47.39972033925727","4.680409669268515"
"21142","CHANCEAUX","21440","CHANCEAUX",,"47.52529840590809,4.74467708261078","47.52529840590809","4.74467708261078"
"21143","CHANNAY","21330","CHANNAY",,"47.890409758056975,4.316070927781883","47.890409758056975","4.316070927781883"
"21144","CHARENCEY","21690","CHARENCEY",,"47.42042839707646,4.670160993602133","47.42042839707646","4.670160993602133"
"21145","CHARIGNY","21140","CHARIGNY",,"47.435524954591415,4.424480209250872","47.435524954591415","4.424480209250872"
"21146","CHARMES","21310","CHARMES",,"47.37000871138771,5.353460783509044","47.37000871138771","5.353460783509044"
"21147","CHARNY","21350","CHARNY",,"47.332598856206445,4.424936001652689","47.332598856206445","4.424936001652689"
"21148","CHARREY SUR SAONE","21170","CHARREY SUR SAONE",,"47.09817686878578,5.1512042613819045","47.09817686878578","5.1512042613819045"
"21149","CHARREY SUR SEINE","21400","CHARREY SUR SEINE",,"47.950994185560596,4.539552112123174","47.950994185560596","4.539552112123174"
"21150","CHASSAGNE MONTRACHET","21190","CHASSAGNE MONTRACHET",,"46.932574473788804,4.728172531985248","46.932574473788804","4.728172531985248"
"21151","CHASSEY","21150","CHASSEY",,"47.47216128620873,4.444765811553072","47.47216128620873","4.444765811553072"
"21152","CHATEAUNEUF","21320","CHATEAUNEUF",,"47.217474865778144,4.652359186654417","47.217474865778144","4.652359186654417"
"21153","CHATELLENOT","21320","CHATELLENOT",,"47.23568719425853,4.484201002006076","47.23568719425853","4.484201002006076"
"21154","CHATILLON SUR SEINE","21400","CHATILLON SUR SEINE",,"47.859313991528715,4.581951683011162","47.859313991528715","4.581951683011162"
"21155","CHAUDENAY LA VILLE","21360","CHAUDENAY LA VILLE",,"47.162000851935176,4.640138813804922","47.162000851935176","4.640138813804922"
"21156","CHAUDENAY LE CHATEAU","21360","CHAUDENAY LE CHATEAU",,"47.18013303880148,4.640078300538276","47.18013303880148","4.640078300538276"
"21157","CHAUGEY","21290","CHAUGEY",,"47.74667308031784,4.949960151279074","47.74667308031784","4.949960151279074"
"21158","CHAUME ET COURCHAMP","21610","CHAUME ET COURCHAMP",,"47.5793242130578,5.362738448914575","47.5793242130578","5.362738448914575"
"21158","CHAUME ET COURCHAMP","21610","CHAUME ET COURCHAMP","COURCHAMP","47.5793242130578,5.362738448914575","47.5793242130578","5.362738448914575"
"21159","LA CHAUME","21520","LA CHAUME",,"47.882901813387434,4.827279766812293","47.882901813387434","4.827279766812293"
"21160","CHAUME LES BAIGNEUX","21450","CHAUME LES BAIGNEUX",,"47.635337058090755,4.570180186644288","47.635337058090755","4.570180186644288"
"21161","CHAUMONT LE BOIS","21400","CHAUMONT LE BOIS",,"47.93812997910752,4.589878542374484","47.93812997910752","4.589878542374484"
"21162","CHAUX","21700","CHAUX",,"47.126792609769375,4.906693075633342","47.126792609769375","4.906693075633342"
"21163","CHAZEUIL","21260","CHAZEUIL",,"47.55800429408765,5.286094934835174","47.55800429408765","5.286094934835174"
"21164","CHAZILLY","21320","CHAZILLY",,"47.185383912645,4.575644535485206","47.185383912645","4.575644535485206"
"21165","CHEMIN D AISEY","21400","CHEMIN D AISEY",,"47.73219888564168,4.554953367929267","47.73219888564168","4.554953367929267"
"21166","CHENOVE","21300","CHENOVE",,"47.29112549503721,5.000156248736696","47.29112549503721","5.000156248736696"
"21167","CHEUGE","21310","CHEUGE",,"47.38813194907854,5.37903220118079","47.38813194907854","5.37903220118079"
"21168","CHEVANNAY","21540","CHEVANNAY",,"47.390518310793546,4.6527263805102725","47.390518310793546","4.6527263805102725"
"21169","CHEVANNES","21220","CHEVANNES",,"47.15863452121749,4.833836430871865","47.15863452121749","4.833836430871865"
"21170","CHEVIGNY EN VALIERE","21200","CHEVIGNY EN VALIERE",,"46.97031431652563,4.97877775449215","46.97031431652563","4.97877775449215"
"21171","CHEVIGNY ST SAUVEUR","21800","CHEVIGNY ST SAUVEUR",,"47.29859108853993,5.131952113773071","47.29859108853993","5.131952113773071"
"21172","CHIVRES","21820","CHIVRES",,"46.96436218379083,5.088666511329634","46.96436218379083","5.088666511329634"
"21173","CHOREY LES BEAUNE","21200","CHOREY LES BEAUNE",,"47.05191403151878,4.87163479983534","47.05191403151878","4.87163479983534"
"21175","CIREY LES PONTAILLER","21270","CIREY LES PONTAILLER",,"47.304877851420834,5.312954929942665","47.304877851420834","5.312954929942665"
"21176","CIVRY EN MONTAGNE","21320","CIVRY EN MONTAGNE",,"47.28706342939064,4.607268849131703","47.28706342939064","4.607268849131703"
"21177","CLAMEREY","21390","CLAMEREY",,"47.392994215660686,4.422167361972075","47.392994215660686","4.422167361972075"
"21178","VALFORET","21220","VALFORET","CLEMENCEY","47.24819533640514,4.866596451591311","47.24819533640514","4.866596451591311"
"21178","VALFORET","21220","VALFORET","QUEMIGNY POISOT","47.24819533640514,4.866596451591311","47.24819533640514","4.866596451591311"
"21179","CLENAY","21490","CLENAY",,"47.411867424711645,5.113643872050894","47.411867424711645","5.113643872050894"
"21180","CLERY","21270","CLERY",,"47.295878000002006,5.5002980375930015","47.295878000002006","5.5002980375930015"
"21181","CLOMOT","21230","CLOMOT",,"47.19232332838898,4.484862975099336","47.19232332838898","4.484862975099336"
"21182","COLLONGES LES BEVY","21220","COLLONGES LES BEVY",,"47.17067326866724,4.837967730711646","47.17067326866724","4.837967730711646"
"21183","COLLONGES ET PREMIERES","21110","COLLONGES ET PREMIERES","COLLONGES LES PREMIERES","47.23031292141074,5.29153581036762","47.23031292141074","5.29153581036762"
"21183","COLLONGES ET PREMIERES","21110","COLLONGES ET PREMIERES","PREMIERES","47.23031292141074,5.29153581036762","47.23031292141074","5.29153581036762"
"21184","COLOMBIER","21360","COLOMBIER",,"47.16923190076435,4.677239809339776","47.16923190076435","4.677239809339776"
"21185","COMBERTAULT","21200","COMBERTAULT",,"46.992529999436854,4.902239499116636","46.992529999436854","4.902239499116636"
"21186","COMBLANCHIEN","21700","COMBLANCHIEN",,"47.10367090813526,4.921641814262637","47.10367090813526","4.921641814262637"
"21187","COMMARIN","21320","COMMARIN",,"47.24992209375826,4.6532114307537915","47.24992209375826","4.6532114307537915"
"21189","CORBERON","21250","CORBERON",,"47.01083385858867,5.0127163144908495","47.01083385858867","5.0127163144908495"
"21190","CORCELLES LES ARTS","21190","CORCELLES LES ARTS",,"46.94590664916026,4.79797567964078","46.94590664916026","4.79797567964078"
"21191","CORCELLES LES CITEAUX","21910","CORCELLES LES CITEAUX",,"47.16880009391882,5.08173412874436","47.16880009391882","5.08173412874436"
"21192","CORCELLES LES MONTS","21160","CORCELLES LES MONTS",,"47.30333604850961,4.945207988173067","47.30333604850961","4.945207988173067"
"21193","CORGENGOUX","21250","CORGENGOUX",,"46.986618327174874,5.01284986154133","46.986618327174874","5.01284986154133"
"21194","CORGOLOIN","21700","CORGOLOIN",,"47.081049143933754,4.935398712444857","47.081049143933754","4.935398712444857"
"21195","CORMOT VAUCHIGNON","21340","CORMOT VAUCHIGNON","CORMOT LE GRAND","46.97719867874458,4.643756158203139","46.97719867874458","4.643756158203139"
"21195","CORMOT VAUCHIGNON","21340","CORMOT VAUCHIGNON","VAUCHIGNON","46.97719867874458,4.643756158203139","46.97719867874458","4.643756158203139"
"21196","CORPEAU","21190","CORPEAU",,"46.92863031838952,4.7607769513161555","46.92863031838952","4.7607769513161555"
"21197","CORPOYER LA CHAPELLE","21150","CORPOYER LA CHAPELLE",,"47.55136683554541,4.609626656477442","47.55136683554541","4.609626656477442"
"21198","CORROMBLES","21460","CORROMBLES",,"47.51921509486807,4.202392931246086","47.51921509486807","4.202392931246086"
"21199","CORSAINT","21460","CORSAINT",,"47.55149561564463,4.203821445865469","47.55149561564463","4.203821445865469"
"21200","COUCHEY","21160","COUCHEY",,"47.259831553398314,4.963417895492275","47.259831553398314","4.963417895492275"
"21201","COULMIER LE SEC","21400","COULMIER LE SEC",,"47.753534344443054,4.492774072394615","47.753534344443054","4.492774072394615"
"21202","COURBAN","21520","COURBAN",,"47.90928735699546,4.746999041335695","47.90928735699546","4.746999041335695"
"21203","COURCELLES FREMOY","21460","COURCELLES FREMOY",,"47.448784658825176,4.188371475257807","47.448784658825176","4.188371475257807"
"21204","COURCELLES LES MONTBARD","21500","COURCELLES LES MONTBARD",,"47.592149608372196,4.394493001815563","47.592149608372196","4.394493001815563"
"21205","COURCELLES LES SEMUR","21140","COURCELLES LES SEMUR",,"47.448899337119414,4.291764760572793","47.448899337119414","4.291764760572793"
"21207","COURLON","21580","COURLON",,"47.64600746316911,5.012364634010424","47.64600746316911","5.012364634010424"
"21208","COURTIVRON","21120","COURTIVRON",,"47.531549848719536,4.950049192453768","47.531549848719536","4.950049192453768"
"21209","COUTERNON","21560","COUTERNON",,"47.330307507419036,5.150054272938856","47.330307507419036","5.150054272938856"
"21210","CREANCEY","21320","CREANCEY",,"47.25566040023284,4.595372961503185","47.25566040023284","4.595372961503185"
"21211","CRECEY SUR TILLE","21120","CRECEY SUR TILLE",,"47.569675294047364,5.142608060057121","47.569675294047364","5.142608060057121"
"21212","CREPAND","21500","CREPAND",,"47.605856851894316,4.308236766867587","47.605856851894316","4.308236766867587"
"21214","CRUGEY","21360","CRUGEY",,"47.180834454803644,4.67998332846218","47.180834454803644","4.67998332846218"
"21215","CUISEREY","21310","CUISEREY",,"47.37150896152687,5.319673048912517","47.37150896152687","5.319673048912517"
"21216","CULETRE","21230","CULETRE",,"47.14774240423198,4.566838792203212","47.14774240423198","4.566838792203212"
"21217","CURLEY","21220","CURLEY",,"47.20273198426001,4.911073730812884","47.20273198426001","4.911073730812884"
"21218","CURTIL ST SEINE","21380","CURTIL ST SEINE",,"47.463749548043715,4.925916095775002","47.463749548043715","4.925916095775002"
"21219","CURTIL VERGY","21220","CURTIL VERGY",,"47.17145046817542,4.893223256297615","47.17145046817542","4.893223256297615"
"21220","CUSSEY LES FORGES","21580","CUSSEY LES FORGES",,"47.63913459073851,5.084474072690109","47.63913459073851","5.084474072690109"
"21221","CUSSY LA COLONNE","21360","CUSSY LA COLONNE",,"47.043660244186626,4.649079091026696","47.043660244186626","4.649079091026696"
"21222","CUSSY LE CHATEL","21230","CUSSY LE CHATEL",,"47.162250890085915,4.581678746063821","47.162250890085915","4.581678746063821"
"21223","DAIX","21121","DAIX",,"47.36348381221094,4.972930958492329","47.36348381221094","4.972930958492329"
"21224","DAMPIERRE EN MONTAGNE","21350","DAMPIERRE EN MONTAGNE",,"47.442844704567904,4.553435245105557","47.442844704567904","4.553435245105557"
"21225","DAMPIERRE ET FLEE","21310","DAMPIERRE ET FLEE",,"47.48234437034875,5.354926160408596","47.48234437034875","5.354926160408596"
"21226","DARCEY","21150","DARCEY",,"47.547969628491686,4.5650788555021045","47.547969628491686","4.5650788555021045"
"21227","DAROIS","21121","DAROIS",,"47.396032388643704,4.9347083457869045","47.396032388643704","4.9347083457869045"
"21228","DETAIN ET BRUANT","21220","DETAIN ET BRUANT",,"47.17337640930036,4.788759725082608","47.17337640930036","4.788759725082608"
"21229","DIANCEY","21430","DIANCEY",,"47.17295644456122,4.3631657625865365","47.17295644456122","4.3631657625865365"
"21230","DIENAY","21120","DIENAY",,"47.52160789871167,5.056179802950442","47.52160789871167","5.056179802950442"
"21231","DIJON","21000","DIJON",,"47.33186972578652,5.032219099706737","47.33186972578652","5.032219099706737"
"21232","DOMPIERRE EN MORVAN","21390","DOMPIERRE EN MORVAN",,"47.399948993170526,4.2348511943636575","47.399948993170526","4.2348511943636575"
"21233","DRAMBON","21270","DRAMBON",,"47.33464465539086,5.377759676903427","47.33464465539086","5.377759676903427"
"21234","DREE","21540","DREE",,"47.34365387820455,4.698454453806278","47.34365387820455","4.698454453806278"
"21235","DUESME","21510","DUESME",,"47.63848507751733,4.694108353315093","47.63848507751733","4.694108353315093"
"21236","EBATY","21190","EBATY",,"46.92822946257049,4.7799495073955915","46.92822946257049","4.7799495073955915"
