Libellé du site,Caractéristique du site,Adresse,Complément d'adresse,Lieu dit,Code Postal,Localité,Code INSEE de la commune,Pays
CUSSY EN MORVAN AP,AGENCE POSTALE,3 PLACE LOUIS CHARLOT,,0,71550,CUSSY EN MORVAN,71165,FRANCE
EPINAC BP,BUREAU DE POSTE,PLACE CHARLES DE GAULLE,,0,71360,EPINAC,71190,FRANCE
ETANG SUR ARROUX BP,BUREAU DE POSTE,RUE GABRIEL BOUTHIERE,,0,71190,ETANG SUR ARROUX,71192,FRANCE
LA GRANDE VERRIERE AP,AGENCE POSTALE,LA BRILE,,0,71990,LA GRANDE VERRIERE,71223,FRANCE
SAINT LEGER SOUS BEUVRAY AP,AGENCE POSTALE,PLACE DE LA FONTAINE,,0,71990,ST LEGER SOUS BEUVRAY,71440,FRANCE
LAIZY AP,AGENCE POSTALE,4 PLACE DE LA MAIRIE,LA POSTE AGENCE POSTALE COMMUNALE,0,71190,LAIZY,71251,FRANCE
MESVRES AP,AGENCE POSTALE,6 GRANDE RUE,,0,71190,MESVRES,71297,FRANCE
SAINT DIDIER SUR ARROUX AP,AGENCE POSTALE,LE BOURG,MAIRIE,0,71190,ST DIDIER SUR ARROUX,71407,FRANCE
SAINT LEGER DU BOIS AP,AGENCE POSTALE,LE BOURG,,0,71360,ST LEGER DU BOIS,71438,FRANCE
ALLEREY SUR SAONE AP,AGENCE POSTALE,6 ROUTE DE CHALON,,0,71350,ALLEREY SUR SAONE,71003,FRANCE
BAUDRIERES AP,AGENCE POSTALE,2 RUE DE SIMANDRE,,0,71370,BAUDRIERES,71023,FRANCE
BELLEVESVRE AP,AGENCE POSTALE,14 GRANDE RUE,LE BOURG,0,71270,BELLEVESVRE,71029,FRANCE
BOYER AP,AGENCE POSTALE,13 Chemin de la Condemine,LE BOURG,0,71700,BOYER,71052,FRANCE
BRESSE SUR GROSNE AP,AGENCE POSTALE,16 ROUTE PRINCIPALE,,0,71460,BRESSE SUR GROSNE,71058,FRANCE
BUXY BP,BUREAU DE POSTE,RUE DE LA CURE,,0,71390,BUXY,71070,FRANCE
CHAGNY,BUREAU CENTRE,2 PLACE MARCEL CHAROLLAIS,,0,71150,CHAGNY,71073,FRANCE
LA CHAPELLE SAINT SAUVEUR AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,71310,LA CHAPELLE ST SAUVEUR,71093,FRANCE
CHATENOY LE ROYAL BP,BUREAU DE POSTE,4 PLACE DU MARCHE,,0,71880,CHATENOY LE ROYAL,71118,FRANCE
CHEILLY LES MARANGES AP,AGENCE POSTALE,5 PLACE DE LA MAIRIE,,0,71150,CHEILLY LES MARANGES,71122,FRANCE
COUCHES AP,AGENCE POSTALE,1 PLACE DE LA REPUBLIQUE,couches,0,71490,COUCHES,71149,FRANCE
ETRIGNY AP,AGENCE POSTALE,5 RUE DE LA CROIX ROUSSE,MAIRIE,0,71240,ETRIGNY,71193,FRANCE
DRACY LE FORT AP,AGENCE POSTALE,1 place de la Mairie,,0,71640,DRACY LE FORT,71182,FRANCE
FONTAINES AP,AGENCE POSTALE,15 GRANDE RUE,,0,71150,FONTAINES,71202,FRANCE
GENOUILLY AP,AGENCE POSTALE,GRANDE RUE,,0,71460,GENOUILLY,71214,FRANCE
GERGY BP,BUREAU DE POSTE,10 PLACE DE L ANCIENNE MAIRIE,,0,71590,GERGY,71215,FRANCE
GIVRY BP,BUREAU DE POSTE,12 PLACE DE LA POSTE,,0,71640,GIVRY,71221,FRANCE
OUROUX SUR SAONE AP,AGENCE POSTALE,PLACE DE L EGLISE,,0,71370,OUROUX SUR SAONE,71336,FRANCE
JONCY BP,BUREAU DE POSTE,LE BOURG,,0,71460,JONCY,71242,FRANCE
LAIVES AP,AGENCE POSTALE,1 LE PAQUIER,LE RELAIS DE POSTE,0,71240,LAIVES,71249,FRANCE
ST LEGER SUR DHEUNE AP,AGENCE POSTALE,1 RUE THERNAUD,,0,71510,ST LEGER SUR DHEUNE,71442,FRANCE
MARCILLY LES BUXY AP,AGENCE POSTALE,LE MARTRAT,,0,71390,MARCILLY LES BUXY,71277,FRANCE
NANTON BP,BUREAU DE POSTE,GRANDE RUE,,0,71240,NANTON,71328,FRANCE
NAVILLY AP,AGENCE POSTALE,LA PLACE,,0,71270,NAVILLY,71329,FRANCE
PARIS L HOPITAL AP,AGENCE POSTALE,2 RUE DES BAYARDS,,0,71150,PARIS L HOPITAL,71343,FRANCE
PERREUIL AP,AGENCE POSTALE,1 PLACE DE LA MAIRIE,LE BOURG,0,71510,PERREUIL,71347,FRANCE
PIERRE DE BRESSE BP,BUREAU DE POSTE,ROUTE DE CHALON,,0,71270,PIERRE DE BRESSE,71351,FRANCE
RULLY AP,AGENCE POSTALE,5 PLACE DE LA MAIRIE,,0,71150,RULLY,71378,FRANCE
SAINT BERAIN SUR DHEUNE AP,AGENCE POSTALE,4 RUE DE L ECOLE,,0,71510,ST BERAIN SUR DHEUNE,71391,FRANCE
SAINT BOIL BP,BUREAU DE POSTE,RUE DE LA FONTAINE,,0,71390,ST BOIL,71392,FRANCE
SAINT BONNET EN BRESSE AP,AGENCE POSTALE,25 GRANDE RUE,,0,71310,ST BONNET EN BRESSE,71396,FRANCE
SAINT DESERT AP,AGENCE POSTALE,42 AVENUE DE BOURGOGNE,,0,71390,ST DESERT,71404,FRANCE
SAINT ETIENNE EN BRESSE AP,AGENCE POSTALE,17 PLACE DE LA MAIRIE,LE BOURG,0,71370,ST ETIENNE EN BRESSE,71410,FRANCE
SAINT GERMAIN DU PLAIN BP,BUREAU DE POSTE,6 RUE DE LA POSTE,,0,71370,ST GERMAIN DU PLAIN,71420,FRANCE
SAINT LOUP GEANGES AP,AGENCE POSTALE,8 ROUTE DE BEAUNE,,0,71350,ST LOUP GEANGES,71443,FRANCE
SAINT MARCEL BP,BUREAU DE POSTE,99 GRANDE RUE,,0,71380,ST MARCEL,71445,FRANCE
SAINT MARTIN EN BRESSE AP,AGENCE POSTALE,30 RUE DU BOURG,,0,71620,ST MARTIN EN BRESSE,71456,FRANCE
SAINT SERNIN DU PLAIN AP,AGENCE POSTALE,2 RUE DE LA MAIRIE,MAIRIE,0,71510,ST SERNIN DU PLAIN,71480,FRANCE
SENNECEY LE GRAND BP,BUREAU DE POSTE,4 RUE SAINT MARTIN,,0,71240,SENNECEY LE GRAND,71512,FRANCE
VARENNES LE GRAND BP,BUREAU DE POSTE,PLACE DE LA POSTE,,0,71240,VARENNES LE GRAND,71555,FRANCE
VERDUN SUR LE DOUBS BP,BUREAU DE POSTE,RUE DE LA REPUBLIQUE,,0,71350,VERDUN SUR LE DOUBS,71566,FRANCE
CHALON SUR SAONE LAPIERRE,BUREAU CENTRE,2 RUE GEORGES LAPIERRE,,0,71331,CHALON SUR SAONE CEDEX,71076,FRANCE
CHAMPFORGEUIL AP,AGENCE POSTALE,PLACE FRANCOIS MITTERRAND,,0,71530,CHAMPFORGEUIL,71081,FRANCE
CRISSEY AP,AGENCE POSTALE,48 RUE PRINCIPALE,,0,71530,CHALON SUR SAONE,71154,FRANCE
LUX AP,AGENCE POSTALE,RUE RAYMOND BALAY,,0,71100,LUX,71269,FRANCE
SAINT REMY BP,BUREAU DE POSTE,1 RUE D OTTWEILLER,,0,71100,ST REMY,71475,FRANCE
SASSENAY AP,AGENCE POSTALE,3 ALLEE PIERRE BEREGOVOY,MAIRIE,0,71530,SASSENAY,71502,FRANCE
VIREY LE GRAND AP,AGENCE POSTALE,136 RUE DE CHALON,,0,71530,CHALON SUR SAONE,71585,FRANCE
CHALON SUR SAONE REPUBLIQUE BP,BUREAU DE POSTE,2 BOULEVARD DE LA REPUBLIQUE,,0,71331,CHALON SUR SAONE CEDEX,71076,FRANCE
CHALON SUR SAONE AUBEPIN BP,BUREAU DE POSTE,19 RUE ROMAIN ROLLAND,,0,71100,CHALON SUR SAONE,71076,FRANCE
CHALON SUR SAONE STADE BP,BUREAU DE POSTE,1 RUE STEPHANE MALLARME,,0,71100,CHALON SUR SAONE,71076,FRANCE
AZE AP,AGENCE POSTALE,PLACE CLAUDE GUICHARD,,0,71260,AZE,71016,FRANCE
BRANDON AP,AGENCE POSTALE,845 ROUTE DE LA CHAPELLE,,BRANDON,71520,NAVOUR SUR GROSNE,71134,FRANCE
BUFFIERES AP,AGENCE POSTALE,LE BOURG,,0,71250,BUFFIERES,71065,FRANCE
CHANES AP,AGENCE POSTALE,6 PLACE DEVOLUET,,0,71570,CHANES,71084,FRANCE
LA CHAPELLE DE GUINCHAY BP,BUREAU DE POSTE,LE BOURG,,0,71570,LA CHAPELLE DE GUINCHAY,71090,FRANCE
CHARNAY LES MACON,BUREAU CENTRE,88 GRANDE RUE DE LA COUPEE,,0,71850,CHARNAY LES MACON,71105,FRANCE
CLUNY BP,BUREAU DE POSTE,RUE DE LA LEVEE,,0,71250,CLUNY,71137,FRANCE
CRECHES SUR SAONE BP,BUREAU DE POSTE,ROUTE DU PORT D ARCIAT,,0,71680,CRECHES SUR SAONE,71150,FRANCE
DAVAYE AP,AGENCE POSTALE,107 rue de la Mairie,Mairie,0,71960,DAVAYE,71169,FRANCE
DOMPIERRE LES ORMES BP,BUREAU DE POSTE,LE BOURG,,0,71520,DOMPIERRE LES ORMES,71178,FRANCE
FUISSE AP,AGENCE POSTALE,1 ROUTE DU MAY,PLACE ST GERMAIN,0,71960,FUISSE,71210,FRANCE
IGE AP,AGENCE POSTALE,54 RUE DE LA TOUR MAILLY,,0,71960,IGE,71236,FRANCE
LA ROCHE VINEUSE LPAC AP,AGENCE POSTALE,2 ROND POINT RENE CASSIN,,0,71960,LA ROCHE VINEUSE,71371,FRANCE
MATOUR BP,BUREAU DE POSTE,13 PLACE DU MATRAY,,0,71520,MATOUR,71289,FRANCE
MONTMELARD AP,AGENCE POSTALE,67 PLACE DU POILU,00,0,71520,MONTMELARD,71316,FRANCE
PRISSE AP,AGENCE POSTALE,PLACE DU BOURG,,0,71960,PRISSE,71360,FRANCE
SAINT AMOUR BELLEVUE AP,AGENCE POSTALE,135 RUE DE LA PLACE DES MARCS,place des  Marcs,0,71570,ST AMOUR BELLEVUE,71385,FRANCE
SAINT PIERRE LE VIEUX AP,AGENCE POSTALE,MAIRIE,LE BOURG,LE BOURG,71520,ST PIERRE LE VIEUX,71469,FRANCE
SALORNAY SUR GUYE BP,BUREAU DE POSTE,12 PLACE GANDIN,,0,71250,SALORNAY SUR GUYE,71495,FRANCE
SOLOGNY AP,AGENCE POSTALE,RUE DU BOURG,,0,71960,SOLOGNY,71525,FRANCE
TRAMAYES BP,BUREAU DE POSTE,PLACE DE LA POSTE,,0,71520,TRAMAYES,71545,FRANCE
TRAMBLY AP,AGENCE POSTALE,5 RUE DE LA MAIRIE,LE BOURG,0,71520,TRAMBLY,71546,FRANCE
TRIVY AP,AGENCE POSTALE,71 RUE DE LA MAIRIE,,0,71520,TRIVY,71547,FRANCE
VINZELLES AP,AGENCE POSTALE,1 RUE DE CENSE,,0,71680,VINZELLES,71583,FRANCE
LE BREUIL BP,BUREAU DE POSTE,52 ROUTE DE COUCHES,,0,71670,LE BREUIL,71059,FRANCE
LE CREUSOT,BUREAU CENTRE,29 RUE JULES GUESDE,,0,71206,LE CREUSOT CEDEX,71153,FRANCE
ECUISSES AP,AGENCE POSTALE,RUE DU 19 MARS 1962,,0,71210,ECUISSES,71187,FRANCE
MARMAGNE AP,AGENCE POSTALE,24 ROUTE DU BOURG,,0,71710,MARMAGNE,71282,FRANCE
MONTCHANIN BP,BUREAU DE POSTE,PLACE 8 MAI 1945,,0,71210,MONTCHANIN,71310,FRANCE
SAINT PIERRE DE VARENNES AP,AGENCE POSTALE,3 AVENUE JULES PERNETTE,,0,71670,ST PIERRE DE VARENNES,71468,FRANCE
SAINT SERNIN DU BOIS AP,AGENCE POSTALE,LE BOURG,,0,71200,ST SERNIN DU BOIS,71479,FRANCE
SAINT SYMPHORIEN DE MARMAGNE AP,AGENCE POSTALE,77 route du Mesvrin,,0,71710,ST SYMPHORIEN DE MARMAGNE,71482,FRANCE
TORCY BP,BUREAU DE POSTE,1 AVENUE DE BOURGOGNE,,0,71210,TORCY,71540,FRANCE
BEAUREPAIRE EN BRESSE AP,AGENCE POSTALE,335 ROUTE DE BOURGOGNE,,0,71580,BEAUREPAIRE EN BRESSE,71027,FRANCE
CUISEAUX BP,BUREAU DE POSTE,31 RUE SAINT THOMAS,,0,71480,CUISEAUX,71157,FRANCE
DOMMARTIN LES CUISEAUX AP,AGENCE POSTALE,242 RUE DE LA GARE,,0,71480,DOMMARTIN LES CUISEAUX,71177,FRANCE
LE FAY AP,AGENCE POSTALE,268 LIEU DIT LE BOURG,Agence postale Communale,0,71580,LE FAY,71196,FRANCE
FRANGY EN BRESSE AP,AGENCE POSTALE,1 RUE DU BOURG,,0,71330,FRANGY EN BRESSE,71205,FRANCE
MONTPONT EN BRESSE AP,AGENCE POSTALE,8 PLACE DU 19 MARS 1962,,0,71470,MONTPONT EN BRESSE,71318,FRANCE
VARENNES SAINT SAUVEUR AP,AGENCE POSTALE,199 RUE CENTRALE,,0,71480,VARENNES ST SAUVEUR,71558,FRANCE
MERVANS LPAC AP,AGENCE POSTALE,RUE DU VIEUX BOURG,,0,71310,MERVANS,71295,FRANCE
SAGY LPAC AP,AGENCE POSTALE,230 ROUTE DES GALLANDS,,0,71580,SAGY,71379,FRANCE
LOUHANS,BUREAU CENTRE,2 PLACE ARISTIDE BRIAND,,0,71501,LOUHANS CEDEX,71263,FRANCE
SAILLENARD AP,AGENCE POSTALE,136 RUE DE L EGLISE,LE BOURG,0,71580,SAILLENARD,71380,FRANCE
SAINTE CROIX AP,AGENCE POSTALE,180 GRANDE RUE,LE BOURG,0,71470,STE CROIX EN BRESSE,71401,FRANCE
SAINT GERMAIN DU BOIS BP,BUREAU DE POSTE,22 PLACE DU MARCHE,,0,71330,ST GERMAIN DU BOIS,71419,FRANCE
SAINT USUGE AP,AGENCE POSTALE,ROUTE DU BOURG,ST USUGE,0,71500,ST USUGE,71484,FRANCE
SAVIGNY EN REVERMONT AP,AGENCE POSTALE,182 RUE DU BOURG,,0,71580,SAVIGNY EN REVERMONT,71506,FRANCE
SORNAY AP,AGENCE POSTALE,1 PLACE DE LA MAIRIE,,0,71500,SORNAY,71528,FRANCE
MACON VICTOR HUGO,BUREAU CENTRE,3 RUE VICTOR HUGO,,0,71019,MACON CEDEX,71270,FRANCE
SAINT MARTIN BELLE ROCHE AP,AGENCE POSTALE,221 RUE DU CENTRE,,0,71118,ST MARTIN BELLE ROCHE,71448,FRANCE
SANCE AP,AGENCE POSTALE,2 RUE DE LA FONTAINE,,0,71000,SANCE,71497,FRANCE
SENNECE LES MACON AP,AGENCE POSTALE,382 RUE VREMONTOISE,,SENNECE LES MACON,71000,MACON,71270,FRANCE
SENOZAN AP,AGENCE POSTALE,1 RUE DE LA MAIRIE,,0,71260,SENOZAN,71513,FRANCE
MACON FLACE BP,BUREAU DE POSTE,PLACE ALBERT DESNOYERS,,0,71000,MACON,71270,FRANCE
MACON LA CHANAYE BP,BUREAU DE POSTE,PLACE SALVADOR ALLENDE,,0,71000,MACON,71270,FRANCE
MACON PERRIERES BP,BUREAU DE POSTE,1651 AVENUE CHARLES DE GAULLE,,0,71019,MACON CEDEX,71270,FRANCE
BLANZY BP,BUREAU DE POSTE,23 RUE DE LA REPUBLIQUE,,0,71450,BLANZY,71040,FRANCE
BOURBON LANCY BP,BUREAU DE POSTE,1 AVENUE FERDINAND SARRIEN,,0,71140,BOURBON LANCY,71047,FRANCE
CHALMOUX BP,BUREAU DE POSTE,LE BOURG,,0,71140,CHALMOUX,71075,FRANCE
CIRY LE NOBLE BP,BUREAU DE POSTE,11 RUE PAUTET,,0,71420,CIRY LE NOBLE,71132,FRANCE
CRONAT BP,BUREAU DE POSTE,LE BOURG,,0,71140,CRONAT,71155,FRANCE
GILLY SUR LOIRE AP,AGENCE POSTALE,36 RUE FRANCOIS LANGUILLE,MAIRIE,0,71160,GILLY SUR LOIRE,71220,FRANCE
ISSY L EVEQUE AP,AGENCE POSTALE,2 ROUTE DE LUZY,,0,71760,ISSY L EVEQUE,71239,FRANCE
GRURY AP,AGENCE POSTALE,8 ROUTE DU MORVAN,,0,71760,GRURY,71227,FRANCE
GUEUGNON BP,BUREAU DE POSTE,PLACE DU GENERAL DE GAULLE,,0,71130,GUEUGNON,71230,FRANCE
SANVIGNES LES MINES AP,AGENCE POSTALE,6 RUE JEAN MERMOZ,,0,71410,SANVIGNES LES MINES,71499,FRANCE
CHARBONNAT LPAC AP,AGENCE POSTALE,129 ROUTE DE BOULAYE,,0,71320,CHARBONNAT,71098,FRANCE
CRESSY LPAC AP,AGENCE POSTALE,1 RUE DE L EUROPE,,0,71760,CRESSY SUR SOMME,71152,FRANCE
MALTAT AP,AGENCE POSTALE,141 ROUTE DE BOURBON,LE BOURG,0,71140,MALTAT,71273,FRANCE
MONTCEAU LES MINES,BUREAU CENTRE,20 RUE CARNOT,,0,71307,MONTCEAU LES MINES CEDEX,71306,FRANCE
MONT SAINT VINCENT AP,AGENCE POSTALE,RUE DE GOURDON,15,0,71300,MONT ST VINCENT,71320,FRANCE
PERRECY LES FORGES BP,BUREAU DE POSTE,11 CHAUSSEE DE L ETANG,,0,71420,PERRECY LES FORGES,71346,FRANCE
SAINT VALLIER BP,BUREAU DE POSTE,2 RUE CLAUDE BENOIT,,0,71230,ST VALLIER,71486,FRANCE
TOULON SUR ARROUX BP,BUREAU DE POSTE,16 PLACE NICOLAS DE TOLON,,0,71320,TOULON SUR ARROUX,71542,FRANCE
VITRY SUR LOIRE AP,AGENCE POSTALE,6 GRANDE RUE,,0,71140,VITRY SUR LOIRE,71589,FRANCE
ST VALLIER LES GAUTHERETS AP,AGENCE POSTALE,153 AV MAX DORMOY,,LES GAUTHERETS,71230,ST VALLIER,71486,FRANCE
CHAROLLES BP,BUREAU DE POSTE,8 AVENUE DE LA LIBERATION,,0,71120,CHAROLLES,71106,FRANCE
CHATEAUNEUF AP,AGENCE POSTALE,LE BOURG,,0,71740,CHATEAUNEUF,71113,FRANCE
CHAUFFAILLES BP,BUREAU DE POSTE,8 PLACE DE L HOTEL DE VILLE,,0,71170,CHAUFFAILLES,71120,FRANCE
LA CLAYETTE BP,BUREAU DE POSTE,2 RUE DE LA POSTE,,0,71800,LA CLAYETTE,71133,FRANCE
COUBLANC AP,AGENCE POSTALE,LIEU DIT LE BOURG,,0,71170,COUBLANC,71148,FRANCE
DIGOIN BP,BUREAU DE POSTE,13 AVENUE DU GENERAL DE GAULLE,,0,71160,DIGOIN,71176,FRANCE
GENELARD BP,BUREAU DE POSTE,20 RUE NATIONALE,,0,71420,GENELARD,71212,FRANCE
GIBLES BP,BUREAU DE POSTE,LE BOURG,,0,71800,GIBLES,71218,FRANCE
LA GUICHE AP,AGENCE POSTALE,RUE DES TILLEULS,,0,71220,LA GUICHE,71231,FRANCE
IGUERANDE AP,AGENCE POSTALE,36 GRANDE RUE,LIEU DIT LE BAS,0,71340,IGUERANDE,71238,FRANCE
MARCIGNY BP,BUREAU DE POSTE,7 RUE DE PRECY,,0,71110,MARCIGNY,71275,FRANCE
MARTIGNY LE COMTE AP,AGENCE POSTALE,LE BOURG,MAIRIE,0,71220,MARTIGNY LE COMTE,71285,FRANCE
MELAY AP,AGENCE POSTALE,ROUTE DE BRIENNON,,0,71340,MELAY,71291,FRANCE
MONTCEAUX L ETOILE AP,AGENCE POSTALE,LE BOURG,,0,71110,MONTCEAUX L ETOILE,71307,FRANCE
PARAY LE MONIAL,BUREAU CENTRE,7 RUE DU MARCHE,,0,71604,PARAY LE MONIAL CEDEX,71342,FRANCE
POISSON AP,AGENCE POSTALE,LIEU DIT LE BOURG,MAIRIE,0,71600,POISSON,71354,FRANCE
SAINT AGNAN AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,71160,ST AGNAN,71382,FRANCE
SAINT BONNET DE JOUX AP,AGENCE POSTALE,PLACE DE LA POSTE,,0,71220,ST BONNET DE JOUX,71394,FRANCE
SAINT CHRISTOPHE EN BRIONNAIS AP,AGENCE POSTALE,35 GRANDE ALLEE DE TENAY,,0,71800,ST CHRISTOPHE EN BRIONNAIS,71399,FRANCE
SAINT JULIEN DE CIVRY AP,AGENCE POSTALE,36 ROUTE DE MOCHERE,,0,71800,ST JULIEN DE CIVRY,71433,FRANCE
SAINT VINCENT BRAGNY AP,AGENCE POSTALE,660 RUE DES DEUX EGLISES,,0,71430,ST VINCENT BRAGNY,71490,FRANCE
SAINT YAN AP,AGENCE POSTALE,16 RUE DU CENTRE,MAIRIE,0,71600,ST YAN,71491,FRANCE
SEMUR EN BRIONNAIS AP,AGENCE POSTALE,PLACE BOUTHIER DE ROCHEFORT,,0,71110,SEMUR EN BRIONNAIS,71510,FRANCE
VEROSVRES AP,AGENCE POSTALE,20 PLACE DE LA MAIRIE,,0,71220,VEROSVRES,71571,FRANCE
CLESSE AP,AGENCE POSTALE,18 PLACE DE LA MAIRIE,,0,71260,CLESSE,71135,FRANCE
CORMATIN AP,AGENCE POSTALE,68 GRANDE RUE,,0,71460,CORMATIN,71145,FRANCE
CORTEVAIX AP,AGENCE POSTALE,RUE DE L AGENCE POSTALE,,0,71460,CORTEVAIX,71147,FRANCE
CUISERY BP,BUREAU DE POSTE,19 PLACE DE L ARQUEBUSE,,0,71290,CUISERY,71158,FRANCE
SIMANDRE LPAC AP,AGENCE POSTALE,76 PLACE DE LA MAIRIE,,0,71290,SIMANDRE,71522,FRANCE
LOISY AP,AGENCE POSTALE,83 PLACE DES HALLES,,0,71290,LOISY,71261,FRANCE
LUGNY BP,BUREAU DE POSTE,146 RUE DE LA FOLIE,,0,71260,LUGNY,71267,FRANCE
MARTAILLY LES BRANCION AP,AGENCE POSTALE,RUE DE LA FONTAINE,,0,71700,MARTAILLY LES BRANCION,71284,FRANCE
OZENAY AP,AGENCE POSTALE,CHEMIN DE LA MAIRIE,MAIRIE,0,71700,OZENAY,71338,FRANCE
PRETY AP,AGENCE POSTALE,1 PLACE DE L EGLISE,,0,71290,PRETY,71359,FRANCE
RANCY AP,AGENCE POSTALE,782 route de Louhans,,0,71290,RANCY,71365,FRANCE
RATENELLE AP,AGENCE POSTALE,LE BOURG,,0,71290,RATENELLE,71366,FRANCE
SAINT GENGOUX LE NATIONAL BP,BUREAU DE POSTE,9 ROUTE DE JONCY,,0,71460,ST GENGOUX LE NATIONAL,71417,FRANCE
TOURNUS,BUREAU CENTRE,RUE DU PUITS DES 7 FONTAINES,,0,71700,TOURNUS,71543,FRANCE
FLEURVILLE AP,AGENCE POSTALE,658 RUE SAINT EXUPERY,,0,71260,FLEURVILLE,71591,FRANCE
AUGY AP,AGENCE POSTALE,1 RUE PINON,,0,89290,AUGY,89023,FRANCE
AUXERRE CENTRE VILLE,BUREAU CENTRE,16 PLACE CHARLES SURUGUE,,0,89000,AUXERRE,89024,FRANCE
MIGE AP,AGENCE POSTALE,1 RUE DE L EGLISE,,0,89580,MIGE,89256,FRANCE
CHAMPS SUR YONNE BP,BUREAU DE POSTE,38 GRANDE RUE,,0,89290,CHAMPS SUR YONNE,89077,FRANCE
CHARBUY AP,AGENCE POSTALE,2 PL DU COLONEL GEORGES BONNERUE,,0,89113,CHARBUY,89083,FRANCE
CHARENTENAY AP,AGENCE POSTALE,17 GRANDE RUE,,0,89580,CHARENTENAY,89084,FRANCE
CHEVANNES AP,AGENCE POSTALE,1 Place du Commerce,,0,89240,CHEVANNES,89102,FRANCE
COULANGES LA VINEUSE AP,AGENCE POSTALE,1 PLACE DE L EGLISE,,0,89580,COULANGES LA VINEUSE,89118,FRANCE
COURSON LES CARRIERES AP,AGENCE POSTALE,1 BIS RUE D AUXERRE,,0,89560,COURSON LES CARRIERES,89125,FRANCE
DIGES AP,AGENCE POSTALE,4B ROUTE DE L OCRE,,0,89240,DIGES,89139,FRANCE
AUXERRE CHARLES DE FOUCAULT AP,AGENCE POSTALE,1 RUE CHARLES DE FOUCAULT,,0,89000,AUXERRE,89024,FRANCE
POURRAIN AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,89240,POURRAIN,89311,FRANCE
APPOIGNY AP,AGENCE POSTALE,26 RUE CHATEL BOURGEOIS,,0,89380,APPOIGNY,89013,FRANCE
FONTENOY AP,AGENCE POSTALE,ROUTE DE TOUCY,,0,89520,FONTENOY,89179,FRANCE
GUERCHY AP,AGENCE POSTALE,1 RUE SAINT GERMAIN,,GUERCHY,89113,VALRAVILLON,89196,FRANCE
GURGY AP,AGENCE POSTALE,11 RUE ILE CHAMOND,MAIRIE,0,89250,GURGY,89198,FRANCE
GY L EVEQUE AP,AGENCE POSTALE,13 RUE FONTAINE,,0,89580,GY L EVEQUE,89199,FRANCE
IRANCY AP,AGENCE POSTALE,RUELLE DE LA MAIRIE,,0,89290,IRANCY,89202,FRANCE
LINDRY AP,AGENCE POSTALE,5 RUE DU 14 JUILLET,,0,89240,LINDRY,89228,FRANCE
MEZILLES AP,AGENCE POSTALE,9 GRANDE RUE,,0,89130,MEZILLES,89254,FRANCE
MONETEAU BP,BUREAU DE POSTE,1 B RUE DE SEIGNELAY,,0,89470,MONETEAU,89263,FRANCE
NEUILLY AP,AGENCE POSTALE,57 GRANDE RUE,,NEUILLY,89113,VALRAVILLON,89196,FRANCE
OUANNE AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,89560,OUANNE,89283,FRANCE
SAINT AUBIN CHATEAU NEUF AP,AGENCE POSTALE,15 GRANDE RUE,,ST AUBIN CHATEAU NEUF,89110,LE VAL D OCRE,89334,FRANCE
SAINT GEORGES SUR BAULCHE BP,BUREAU DE POSTE,RUE DE BRUXELLES,CENTRE COMMERCIAL LA GUILLAUMEE,0,89000,ST GEORGES SUR BAULCHE,89346,FRANCE
TOUCY BP,BUREAU DE POSTE,16 PLACE EMILE GENET,,0,89130,TOUCY,89419,FRANCE
VAL DE MERCY AP,AGENCE POSTALE,12 RUE DE LA MAIRIE,,0,89580,VAL DE MERCY,89426,FRANCE
VINCELLES AP,AGENCE POSTALE,PLACE DE L EGLISE,,0,89290,VINCELLES,89478,FRANCE
AUXERRE ZAC ST SIMEON BP,BUREAU DE POSTE,CENTRE COMMERCIAL SAINT SIMEON,,0,89011,AUXERRE CEDEX,89024,FRANCE
AUXERRE B AP,AGENCE POSTALE,4 BIS PLACE DU CADRAN,,0,89000,AUXERRE,89024,FRANCE
CLAMEREY AP,AGENCE POSTALE,1 RUE MAILLARD,,0,21390,CLAMEREY,21177,FRANCE
EPOISSES AP,AGENCE POSTALE,31 RUE DES FORGES,,0,21460,EPOISSES,21247,FRANCE
LA MOTTE TERNANT AP,AGENCE POSTALE,RUE BAS,,0,21210,LA MOTTE TERNANT,21445,FRANCE
PRECY SOUS THIL AP,AGENCE POSTALE,17 RUE DE L HOTEL DE VILLE,,0,21390,PRECY SOUS THIL,21505,FRANCE
LA ROCHE EN BRENIL AP,AGENCE POSTALE,19 ROUTE DE LYON,,0,21530,LA ROCHE EN BRENIL,21525,FRANCE
ROUVRAY AP,AGENCE POSTALE,50 RUE DU GENERAL LECLERC,,0,21530,ROUVRAY,21531,FRANCE
SAULIEU BP,BUREAU DE POSTE,10 RUE SALLIER,,0,21210,SAULIEU,21584,FRANCE
SEMUR EN AUXOIS BP,BUREAU DE POSTE,7 PLACE DE L ANCIENNE COMEDIE,,0,21140,SEMUR EN AUXOIS,21603,FRANCE
TOUTRY AP,AGENCE POSTALE,4 PLACE DE LA POSTE,,0,21460,TOUTRY,21642,FRANCE
BAZOCHES DU MORVAN AP,AGENCE POSTALE,ROUTE DE CORBIGNY,,0,58190,BAZOCHES,58023,FRANCE
